economist_daily_chart_103.png,81.82,41.76
economist_daily_chart_106.png,80.0,39.08
economist_daily_chart_110.png,100.0,77.53
economist_daily_chart_116.png,76.47,46.51
economist_daily_chart_124.png,81.25,73.26
economist_daily_chart_129.png,75.0,59.38
economist_daily_chart_153.png,77.78,54.65
economist_daily_chart_165.png,94.12,69.05
economist_daily_chart_167.png,75.0,59.77
economist_daily_chart_18.png,93.75,50.0
economist_daily_chart_187.png,90.0,50.59
economist_daily_chart_202.png,78.57,62.92
economist_daily_chart_215.png,69.23,40.0
economist_daily_chart_219.png,100.0,57.47
economist_daily_chart_240.png,44.44,36.59
economist_daily_chart_242.png,70.59,44.94
economist_daily_chart_258.png,100.0,38.89
economist_daily_chart_268.png,93.75,70.79
economist_daily_chart_310.png,33.33,50.0
economist_daily_chart_317.png,93.33,72.41
economist_daily_chart_324.png,68.42,51.19
economist_daily_chart_35.png,87.5,64.29
economist_daily_chart_380.png,87.5,50.0
economist_daily_chart_390.png,75.0,55.7
economist_daily_chart_392.png,85.71,74.42
economist_daily_chart_4.png,77.78,41.3
economist_daily_chart_406.png,90.0,46.51
economist_daily_chart_416.png,72.22,63.53
economist_daily_chart_430.png,83.33,60.87
economist_daily_chart_439.png,75.0,68.97
economist_daily_chart_449.png,100.0,55.68
economist_daily_chart_45.png,94.12,60.64
economist_daily_chart_453.png,64.71,56.04
economist_daily_chart_454.png,70.59,67.07
economist_daily_chart_46.png,100.0,72.83
economist_daily_chart_475.png,95.0,64.44
economist_daily_chart_48.png,94.12,77.89
economist_daily_chart_490.png,92.86,48.89
economist_daily_chart_491.png,75.0,75.58
economist_daily_chart_493.png,80.0,60.23
economist_daily_chart_5.png,75.0,67.5
economist_daily_chart_516.png,88.89,73.91
economist_daily_chart_520.png,57.14,60.47
economist_daily_chart_521.png,100.0,70.89
economist_daily_chart_529.png,93.75,46.81
economist_daily_chart_53.png,88.24,45.98
economist_daily_chart_54.png,88.89,30.23
economist_daily_chart_66.png,77.27,42.5
economist_daily_chart_69.png,100.0,56.99
economist_daily_chart_75.png,88.24,59.49
economist_daily_chart_85.png,100.0,65.12
economist_daily_chart_89.png,100.0,54.32
economist_daily_chart_99.png,94.12,67.78
np_21.png,100.0,73.81
np_48.png,75.0,65.96
np_7.png,100.0,72.09
treasuryA10.png,80.0,45.68
treasuryB04.png,57.89,21.98
treasuryB10.png,40.0,40.22
treasuryB15.png,52.94,24.72
treasuryD04_3.png,40.0,33.68
treasuryD05_1.png,27.78,21.74
treasuryD08.png,40.0,25.64
treasuryG01_2.png,57.14,34.67
treasuryG02_2.png,37.5,38.2
treasuryG05_1.png,31.25,23.16
treasuryG06_2.png,75.0,33.73
treasuryG07_2.png,78.57,40.96
treasuryI01_2.png,73.68,38.64
treasuryI02_1.png,57.89,35.9
treasuryK01.png,71.43,35.87
treasuryK03_2.png,64.71,69.05
treasuryK03_3.png,61.11,69.15
treasuryK05_1.png,58.82,52.27
treasuryK06.png,68.75,22.47
treasuryL03_2.png,81.25,60.22
treasuryL04_1.png,86.67,53.33
treasuryL10_1.png,35.29,49.4
treasuryL11_2.png,1.0,24.49
treasuryL13.png,50.0,56.82
treasuryL16.png,57.14,20.69
v482_n7386_5_f5.png,90.48,50.57
v482_n7386_7_f2.png,86.67,41.18
v483_n7387_20_f2.png,100.0,76.74
v483_n7387_5_f1.png,88.24,48.78
v483_n7387_7_f4.png,81.25,44.94
v483_n7388_11_f2.png,68.42,41.18
v483_n7388_14_f3.png,100.0,71.11
v483_n7389_24_f3.png,90.91,46.59
v483_n7390_14_f2.png,90.0,69.05
v483_n7390_21_f4.png,87.5,64.52
v483_n7390_8_f1.png,68.42,56.32
v483_n7391_1_f1.png,86.67,58.33
v483_n7391_3_f5.png,94.12,53.85
v483_n7391_8_f1.png,88.89,59.04
v484_n7392_14_f3.png,100.0,80.95
v484_n7393_20_f1.png,93.75,75.58
v484_n7393_6_f4.png,78.95,53.26
